caso_id,cat,tomo,cambio,old_outcome,new_outcome,old_vp,new_vp,old_n_jueces,new_n_jueces,old_por_ello,new_por_ello,new_variante,new_firma_raw,new_jueces,new_idx,apertura_rel,ventana
330_p3994,A1,330,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,7,"en consecuencia, dejó sin efecto la resolución de la Administración Federal de I","Por ello, y con la salvedad de lo señalado en los considerandos 5º y 6º de la pr",por_ello,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUED,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,221,48,48-227
330_p3145,A3,330,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"Por ello, el Tribunal resuelve: confirmar la sentencia apelada.","Por ello, el Tribunal resuelve: confirmar la sentencia apelada.",por_ello,,,58,27,27-60
330_p3773,A3,330,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"Por ello y de conformidad con lo dictaminado por la señora Procu- radora Fiscal,","Por ello y de conformidad con lo dictaminado por la señora Procu- radora Fiscal,",por_ello,,,140,123,123-143
330_p3160,A1,330,mejora_gano_firma,otro,abstracto,sin_firma,mixed,0,7,"Por lo expuesto, surge un campo de tensión en la satisfacción de ambos principio","Por ello, oído el señor Procurador General de la Nación y con el alcance definid",por_ello,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI (en ,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,2575,2111,2111-2591
330_p4101,A2,330,sin_cambio,desestima,desestima,sin_firma,sin_firma,0,0,"Por ello, se desestima el recurso extraordinario. Con costas.","Por ello, se desestima el recurso extraordinario. Con costas.",por_ello,,,47,6,6-49
330_p3663,A3,330,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"Por ello, el Tribunal resuelve: I) Ordenar que la Autoridad de Cuenca, el Estado","Por ello, el Tribunal resuelve: I) Ordenar que la Autoridad de Cuenca, el Estado",por_ello,,,51,12,12-356
330_p2992,A2,330,sin_cambio,confirma,confirma,sin_firma,sin_firma,0,0,"Por ello, se declara formalmente admisible el recurso extraordina- rio y se conf","Por ello, se declara formalmente admisible el recurso extraordina- rio y se conf",por_ello,,,253,241,241-256
330_p5279,A3,330,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"Por ello y oído el señor Procurador Fiscal subrogante, se resuelve: Declarar que","Por ello y oído el señor Procurador Fiscal subrogante, se resuelve: Declarar que",por_ello,,,272,101,101-276
330_p4862,A1,330,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"En consecuencia, dado que la ANSeS sólo estuvo en condiciones de formular cargos","En consecuencia, dado que la ANSeS sólo estuvo en condiciones de formular cargos",en_consecuencia,,,106,33,33-121
330_p4685,A3,330,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"Por ello, el Tribunal resuelve: declarar procedentes los recursos deducidos, rev","Por ello, el Tribunal resuelve: declarar procedentes los recursos deducidos, rev",por_ello,,,48,12,12-50
330_p5257,A1,330,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"Por lo expuesto, y en virtud de lo establecido en los arts. 25 y 72 de la ley 24","En consecuencia, debido a que la contienda se da entre agentes del MEM, devienen",en_consecuencia,,,149,,0-281
330_p5294,A1,330,mejora_gano_firma,otro,hace_lugar,sin_firma,mixed,0,6,Por ello fue condenado a una pena única de siete años y seis meses de prisión y ,"Por ello, se hace lugar a la queja, se declara procedente el recurso extraordina",por_ello,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI (según su voto) — JUAN CARLOS MAQUEDA — E. RAÚ,Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,311,108,108-323
330_p5032,A2,330,sin_cambio,procedente,procedente,sin_firma,sin_firma,0,0,"Por ello, oído el señor Procurador General, se declara procedente el recurso ext","Por ello, oído el señor Procurador General, se declara procedente el recurso ext",por_ello,,,782,564,564-785
330_p4866,A3,330,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"Por ello, el Tribunal resuelve: declarar en el caso la inconstitucio- nalidad de","Por ello, el Tribunal resuelve: declarar en el caso la inconstitucio- nalidad de",por_ello,,,335,63,63-347
330_p5226,A2,330,sin_cambio,originaria,originaria,sin_firma,sin_firma,0,0,"Por ello, se resuelve: I. Declarar que la presente causa correspon- de a la comp","Por ello, se resuelve: I. Declarar que la presente causa correspon- de a la comp",por_ello,,,266,178,178-279
330_p4697,A3,330,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"Por todo lo expuesto, de conformidad en lo pertinente con el señor Procurador Fi","Por todo lo expuesto, de conformidad en lo pertinente con el señor Procurador Fi",por_todo_lo_exp,,,232,156,156-237
330_p4988,A1,330,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,2,"Por ello, concluye, dicho “trasfondo explica correlativamente (...) los privileg","Por ello, y lo concordemente dictaminado, en lo pertinente, por el señor Procura",por_ello,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO,Highton de Nolasco | Fayt,894,263,263-899
330_p5237,A2,330,sin_cambio,confirma,confirma,sin_firma,sin_firma,0,0,"Por ello, se declara formalmente admisible el recurso extraordina- rio y se conf","Por ello, se declara formalmente admisible el recurso extraordina- rio y se conf",por_ello,,,301,288,288-303
330_p5306,A1,330,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,7,"En consecuencia, los daños cuyo resarcimiento se reclama son de naturaleza extra","Por ello, se resuelve: Hacer lugar parcialmente a los recursos de- ducidos y mod",por_ello,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (en disidencia parcial) — ENRIQUE SANTIAGO PETRAC,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,812,80,80-832
331_p718,A3,331,mejora_gano_firma,otro,hace_lugar,sin_firma,mixed,0,7,"Por ello, solicita que se declaren erróneos los criterios interpretati- vos que ","Por ello y oído el señor Procurador General, se hace lugar parcial- mente a la d",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disidencia) — Enrique Santiago Petracchi (seg,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,635,322,322-642
331_p194,A1,331,mejora_gano_firma,otro,otro,sin_firma,unanime,0,5,"En mérito a lo expuesto, solicita que se cite como tercero a la Pro- vincia de M","Por ello y oída la señora Procuradora Fiscal, se resuelve declarar  la incompete",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqued,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda,316,158,158-330
331_p382,A1,331,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"de conformidad con la directiva impuesta en el art. 1º. Asimismo, se  invitó a l","Por ello, y oída la señora Procuradora Fiscal, se resuelve: Declarar  la incompe",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda. Parte actora: Asociació,Highton de Nolasco | Fayt | Petracchi | Maqueda,349,163,163-363
331_p93,A2,331,sin_cambio,desestima,desestima,sin_firma,sin_firma,0,0,"Por ello, se desestima el planteo de fs. 35/37 y se intima a la re- currente a i","Por ello, se desestima el planteo de fs. 35/37 y se intima a la re- currente a i",por_ello,,,35,13,13-42
331_p819,A1,331,mejora_gano_firma,otro,hace_lugar,sin_firma,mixed,0,6,"Por estas razones, cabe concluir que en la sentencia atacada se apli- có un crit","Por ello, y lo concordemente dictaminado por la señora Procura- dora Fiscal, se ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S. Fayt — Enrique Santiago Petracchi (en ,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni,420,223,223-430
331_p1312,A1,331,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,"de conformidad con los arts. 121 y 124 de la Ley Fundamental, y por no  construi","Por ello y concordemente con lo dictaminado por la señora Procura- dora Fiscal, ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqued,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Argibay,643,293,293-684
331_p1530,A1,331,mejora_gano_firma,otro,revoca,sin_firma,segun_su_voto,0,7,Por ello corresponde transcribir los términos del editorial redactado  el 19 de ,"Por ello, y lo concordemente dictaminado por el señor Procurador  General de la ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S. Fayt — Enrique Santiago Petracchi (seg,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,1235,903,903-1244
331_p1622,A1,331,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,de conformidad con el art. 41 de la Ley Suprema solicitó tomar inter- vención en,Por ello se resuelve: 1.– Dictar sentencia con respecto a las pretensiones que t,por_ello,,,919,85,85-965
331_p1942,A1,331,mejora_gano_firma,otro,hace_lugar,sin_firma,disidencia,0,7,"por ello, desde el momento en que el Estado organiza el servicio y lo  pone a di","Por ello, oída la señora Procuradora Fiscal, se hace lugar a los re- cursos extr",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disidencia) — Enrique Santiago Petracchi (en ,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,955,548,548-963
331_p1690,A1,331,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,7,"En consecuencia, el aquí actor, pese a no haber sido condenado en  costas en el ","Por ello, se decide: Hacer lugar a la demanda seguida por Salvador  Carlos Reyno",por_ello,Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petrac,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,397,64,64-408
331_p1234,A1,331,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,de conformidad con lo dictaminado por el señor Procurador General  a fs. 9.,"Por ello, oída la señora Procuradora Fiscal, se decide: Hacer lugar  a la demand",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. Raúl Zaffaroni — Ca,Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,332,85,85-350
331_p1412,A1,331,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,5,"Por ello, pudo ser dictado este régimen en uso de las atribuciones  conferidas p","Por ello, y de conformidad con lo dictaminado por el señor Procu- rador General,",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disidencia) — Enrique Santiago Petracchi — E.,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Zaffaroni,502,306,306-510
331_p1040,A1,331,mejora_gano_firma,otro,revoca,sin_firma,mixed,0,6,de conformidad con los decretos 762/2002 y 1242/2002. Señalaron que  las normas ,"Por ello y habiendo dictaminado el señor Procurador General, se  declara formalm",por_ello,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco — Enrique Santiago Petracchi (según su voto) — Jua,Lorenzetti | Highton de Nolasco | Petracchi | Maqueda | Zaffaroni | Argibay,753,202,202-788
331_p1815,A1,331,mejora_gano_firma,otro,procedente,sin_firma,disidencia,0,6,"Por todo lo expuesto, resulta incontrastable que el art. 4º del de- creto 395/92","Por ello, oída la señora Procuradora Fiscal, se declara procedente el  recurso e",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracchi (en disidencia) — Juan Carlos Maqueda,Lorenzetti | Highton de Nolasco | Petracchi | Maqueda | Zaffaroni | Argibay,1059,273,273-1072
331_p1123,A1,331,mejora_gano_firma,otro,revoca,sin_firma,segun_su_voto,0,7,"de conformidad con los arts. 16; 75, incs. 22 y 23 de la Constitución  Nacional.","Por ello, habiendo dictaminado el señor Procurador General, se  declara proceden",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (según su voto) — Enrique Santiago Petracchi (seg,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,859,267,267-871
331_p1262,A1,331,mejora_gano_firma,otro,otro,sin_firma,unanime,0,5,"en consecuencia, conculca los arts. 14 bis, 17, 31, 75 (inc. 12), 108 y 125  de ","Por ello, y de conformidad con el dictamen de la señora Procuradora  Fiscal que ",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda — Carmen M. Argibay. Nom,Highton de Nolasco | Fayt | Petracchi | Maqueda | Argibay,775,315,315-787
331_p2006,A1,331,mejora_gano_firma,otro,otro,sin_firma,mixed,0,7,"En consecuencia, la cuestión debatida en autos es el contenido de  la prestación","Por ello, y oído el señor Procurador General, se declara formalmen- te admisible",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S. Fayt — Enrique Santiago Petracchi (en ,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,1080,784,784-1092
331_p2406,A1,331,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,7,"Por estas razones, concluyó que no correspondía al profesional afron- tar person","Por ello, habiendo dictaminado la señora Procuradora Fiscal, se  resuelve: I) De",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S. Fayt — Enrique Santiago Petracchi — Ju,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,1465,987,987-1480
331_p2550,A1,331,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,6,"Por ello, técnicamente hablando, el término perito no puede sino estar  referido","Por todo ello, el Tribunal declara procedente el recurso ordinario  interpuesto ",por_todo_ello,Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda — E. Raúl Z,Lorenzetti | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Argibay,376,74,74-389
331_p2638,A1,331,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,5,"En consecuencia, aduce que no corresponde imputar al Estado la  violación de tal","Por ello, de conformidad con lo dictaminado por la señora Procura- dora Fiscal, ",por_ello,Elena I. Highton de Nolasco (según su voto) — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda (según s,Highton de Nolasco | Fayt | Petracchi | Maqueda | Argibay,208,137,137-215
331_p2691,A1,331,mejora_gano_firma,otro,hace_lugar,sin_firma,segun_su_voto,0,7,"Por ello, a los fines del sub lite, interesa particularmente subrayar  que dicha","Por ello, se hace lugar a la queja, y al recurso extraordinario inter- puestos, ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi (según su voto) — Ju,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,545,126,126-556
332_p674,A1,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,7,"En consecuencia, corresponde desagregar esa proporción de I.V.A., a fin  de hall","Por todo lo expuesto, se resuelve confirmar la sentencia apelada,  con costas po",por_todo_lo_exp,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqued,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,1037,26,26-1058
332_p66,A1,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,"En consecuencia, considera que la interpretación que la actora  hace del decreto","Por ello y concordemente con lo dictaminado por la señora Procura- dora Fiscal, ",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. Raúl Zaffaroni — Ca,Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,885,328,328-906
332_p51,A1,332,mejora_gano_firma,otro,revoca,sin_firma,unanime,0,5,"En consecuencia, lo condenó a restituir a la firma afectada por las  medidas cau","Por ello, se declara inadmisible el recurso extraordinario deducido  a fs. 781/8",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Carmen M. Argibay.,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Argibay,275,39,39-302
332_p433,A1,332,mejora_gano_firma,otro,procedente,sin_firma,segun_su_voto,0,7,"En consecuencia, es menester advertir que los agravios relativos a  cuestiones d","Por ello, y de conformidad con lo dictaminado por el señor Procu- rador Fiscal s",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (según su voto) — Enrique Santiago Petracchi — Ju,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,377,122,122-383
332_p111,A1,332,mejora_gano_firma,otro,procedente,sin_firma,disidencia,0,7,por ello ha interpretado que el art. 18 de la Constitución no exige que  la resp,"Por ello, oída la señora Procuradora Fiscal, se declara procedente el  recurso e",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disidencia parcial) — Enrique Santiago Petrac,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,1500,719,719-1507
332_p1633,A1,332,mejora_gano_firma,otro,confirma,sin_firma,disidencia,0,7,"En consecuencia, sólo le corresponde a este Tribunal expedirse sobre  el recurso","Por ello, se confirma la sentencia apelada. Con costas. Notifíquese  y remítase.",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqued,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,377,21,21-386
332_p1466,A1,332,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,1,En consecuencia –continuó el actor– “ni la Constitución Nacional  ni su ley regl,"Por ello, y habiendo dictaminado la señora Procuradora Fiscal,  se declara proce",por_ello,"Elena I. Highton de Nolasco. Recurso extraordinario interpuesto por I-Hsing Ni, actor en autos, representa- do por los D",Highton de Nolasco,848,365,365-865
332_p1447,A1,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,por ello la obra social actora es la legítima recipiendaria de los recur- sos qu,"Por ello y de conformidad con lo dictaminado por la señora Procu- radora Fiscal,",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqued,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Argibay,216,127,127-231
332_p1571,A1,332,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,1,"en consecuencia, efectuó “el cálculo del ajuste por inflación impositivo”  corre","Por ello, y lo concordemente dictaminado por el señor Procurador  General, se ha",por_ello,Enrique Santiago Petracchi.,Petracchi,192,,0-207
332_p1704,A1,332,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,6,"En consecuencia, pide que el Tribunal declare que: a) la restricción  al dominio","Por ello, y lo concordemente dictaminado por la señora Procuradora  Fiscal, se d",por_ello,Elena I. Highton de Nolasco (en disidencia) — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. Raú,Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,1117,365,365-1133
332_p1688,A1,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,7,en consecuencia quien debe probarle al que fue su mandante haber  cumplido el co,"Por ello, se resuelve: Hacer lugar a la demanda deducida por el Ins- tituto Prov",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqued,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,609,27,27-626
332_p1933,A1,332,mejora_gano_firma,otro,hace_lugar,sin_firma,disidencia,0,6,"en consecuencia, ordenó a la ANSeS que se abstuviera de continuar  practicando r","Por ello, oída la señora Procuradora Fiscal subrogante, se hace lugar  a la quej",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S. Fayt — Enrique Santiago Petracchi — Ju,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni,729,418,418-737
332_p2504,A3,332,mejora_gano_firma,otro,desestima,sin_firma,mixed,0,7,"En consecuencia, el recurso debe ser desestimado también en este  aspecto.","Por ello, se desestima la queja. Notifíquese y, oportunamente, ar- chívese.",por_ello,Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco — Carlos S. Fayt (según su voto) — Enrique Santiag,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,648,83,83-658
332_p2288,A3,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,5,"En consecuencia, las declaraciones que surgen de la documenta- ción obrante en l","Por ello, se declara admisible el recurso ordinario interpuesto y se  revoca la ",por_ello,Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda — Carmen M. Argibay.,Lorenzetti | Fayt | Petracchi | Maqueda | Argibay,269,27,27-288
332_p2159,A1,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,2,de conformidad con la pretensión del demandante –daños producidos  por la excesi,"Por ello, se declara parcialmente desierto el recurso ordinario de  apelación de",por_ello,"Juan Carlos Maqueda — E. Raúl Zaffaroni. Recursos ordinarios interpuestos por Rubén José Arisnabarreta, representado por",Maqueda | Zaffaroni,193,,0-223
332_p2842,A1,332,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,7,"Por ello, y para cumplir con ese objetivo, el Servicio Penitenciario  tiene la o","Por ello y lo dispuesto por los artículos 1068, 1078, 1079, 1084, 1085,  1112 y ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqued,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,542,63,63-554
332_p2487,A1,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, no puede considerarse que la demandada haya sido  notificada me","Por ello, y habiendo dictaminado la señora Procuradora Fiscal, se  declaran proc",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda.,Lorenzetti | Highton de Nolasco | Petracchi | Maqueda,399,205,205-410
332_p2108,A1,332,mejora_gano_firma,otro,revoca,sin_firma,mixed,0,7,"en consecuencia, rechazó la excepción de prescripción opuesta por la  demandada.","Por ello, por mayoría, y de conformidad con lo dictaminado por  el señor Procura",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia parcial) — Carlos S. Fayt — Enrique Santiago Petrac,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,306,241,241-317
333_p360,A1,333,mejora_gano_firma,otro,nulidad,sin_firma,unanime,0,4,"en consecuencia, hizo lugar a la demanda promovida por cuarenta y  siete vecinos","Por ello, se declara la nulidad de la resolución por la que se concedió  el recu",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda. Recurso extrao,Lorenzetti | Highton de Nolasco | Petracchi | Maqueda,143,30,30-156
333_p215,A1,333,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,6,"De conformidad con dicha normativa, el Estado Nacional –mediante  decreto 1997/9","Por ello, y lo que disponen el artículo 17 de la Constitución Nacional,  los art",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda (en disidencia parcial) — E,Lorenzetti | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Argibay,310,33,33-333
333_p487,A1,333,mejora_gano_firma,otro,otro,sin_firma,unanime,0,7,En consecuencia es en aquellos juicios donde corresponde que se  debata el caso ,"Por ello y concordemente con lo dictaminado por la señora Procu- radora Fiscal, ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqued,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Zaffaroni | Argibay,407,120,120-426
333_p364,A1,333,mejora_gano_firma,otro,originaria,sin_firma,disidencia,0,6,"En consecuencia, al encontrarse reunidos la totalidad de los recau- dos fijados ","Por ello, y de conformidad con lo dictaminado a fs. 632 por la señora  Procurado",por_ello,Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petrac,Lorenzetti | Highton de Nolasco | Fayt | Petracchi | Maqueda | Argibay,311,71,71-325
333_p108,A1,333,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"En consecuencia, la decisión adoptada –con fundamento en esa  norma general, cuy","Por ello, y de conformidad con lo dictaminado por la señora Procu-",por_ello,,,422,47,47-423
333_p519,A1,333,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,4,"En consecuencia, legalmente agotada toda posibilidad de aplicación  del régimen ","Por ello, oído el señor Procurador Fiscal ante esta Corte Suprema,  se declara p",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E. Raúl Zaffaroni. Recurso extraordinario ,Lorenzetti | Highton de Nolasco | Maqueda | Zaffaroni,296,151,151-319
333_p39,A1,333,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,de conformidad con lo dispuesto por el artículo 94 del Código Procesal  Civil y ,de conformidad con lo dispuesto por el artículo 94 del Código Procesal  Civil y ,de_conformidad,,,131,50,50-542
333_p1376,A1,333,mejora_gano_firma,otro,revoca,sin_firma,segun_su_voto,0,6,de conformidad con los precedentes de esta Corte.,"Por todo lo expuesto, y oída la señora Procuradora Fiscal, se de- clara formalme",por_todo_lo_exp,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S. Fayt — Juan Carlos Maqueda (según su v,Lorenzetti | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Argibay,328,182,182-336
333_p777,A3,333,sin_cambio,otro,otro,sin_firma,sin_firma,0,0,"Por lo expuesto, considero que corresponde declarar formalmente  admisibles los ","Por lo expuesto, considero que corresponde declarar formalmente  admisibles los ",por_lo_expuesto,,,164,,0-168
333_p924,A1,333,mejora_gano_firma,otro,originaria,sin_firma,unanime,0,4,de conformidad con lo dispuesto por el artículo 90 del Código Procesal  Civil y ,"Por ello, se resuelve: I. Rechazar la oposición formulada a 339/340 y,  por cons",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda. Actora: Provincia del N,Highton de Nolasco | Fayt | Petracchi | Maqueda,58,12,12-126
334_p419,A1,334,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,"Por lo expuesto, solicito que se decrete la apertura de la presentación directa ","En consecuencia, soy de la opinión, que el agravio en estudio deberá prosperar.",en_consecuencia,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda — E. Raúl Zaffaroni — Carme,Lorenzetti | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Argibay,314,10,10-335
