caso_id_canonico,tomo,n_lineas,es_techo_corta,pe_idx_bl,pe_tier_bl,vp_bl,bl_outcome,pe_idx_b067,pe_tier_b067,vp_b067,tier3_fired,inicio_votos_indiv,inicio_busqueda,fin_busqueda_con_techo
330_p3546,330,119,False,78,tier1_validado,segun_su_voto,otro,78,tier1_validado,segun_su_voto,False,84,22,84
330_p3549,330,123,False,113,tier1_validado,unanime,otro,113,tier1_validado,unanime,False,,107,123
330_p3552,330,189,False,175,tier1_validado,unanime,revoca,175,tier1_validado,unanime,False,,30,189
330_p3557,330,331,False,215,tier1_validado,segun_su_voto,confirma,215,tier1_validado,segun_su_voto,False,221,56,221
330_p3565,330,588,False,573,tier1_validado,unanime,otro,573,tier1_validado,unanime,False,,564,588
330_p3579,330,46,False,27,tier1_validado,unanime,desestima,27,tier1_validado,unanime,False,,13,46
330_p3581,330,46,False,42,tier1_validado,unanime,otro,42,tier1_validado,unanime,False,,12,46
330_p3582,330,254,False,215,tier1_validado,disidencia,otro,215,tier1_validado,disidencia,False,223,203,223
330_p3589,330,139,False,109,tier1_validado,disidencia,desestima,109,tier1_validado,disidencia,False,115,100,115
330_p3593,330,631,False,594,tier1_validado,unanime,procedente,594,tier1_validado,unanime,False,,400,631
330_p3609,330,569,False,391,tier1_validado,disidencia,otro,391,tier1_validado,disidencia,False,409,79,409
330_p3623,330,154,False,121,tier1_validado,unanime,competencia,121,tier1_validado,unanime,False,,83,154
330_p3627,330,93,False,80,tier1_validado,unanime,competencia,80,tier1_validado,unanime,False,,77,93
330_p3630,330,174,False,156,tier1_validado,unanime,otro,156,tier1_validado,unanime,False,,147,174
330_p3635,330,195,False,180,tier1_validado,unanime,hace_lugar,180,tier1_validado,unanime,False,,167,195
330_p3640,330,450,False,414,tier1_validado,disidencia,hace_lugar,414,tier1_validado,disidencia,False,422,401,422
330_p3652,330,186,False,153,tier1_validado,disidencia,desestima,153,tier1_validado,disidencia,False,163,140,163
330_p3657,330,70,False,58,tier1_validado,unanime,otro,58,tier1_validado,unanime,False,,19,70
330_p3659,330,159,False,132,tier1_validado,unanime,otro,132,tier1_validado,unanime,False,,13,159
330_p3663,330,356,False,51,tier1_fallback,unanime,otro,51,tier1_fallback,unanime,False,,12,356
330_p3673,330,280,False,269,tier1_validado,unanime,otro,269,tier1_validado,unanime,False,,203,280
330_p3680,330,205,False,104,tier1_validado,segun_su_voto,procedente,104,tier1_validado,segun_su_voto,False,130,36,130
330_p3685,330,14,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,14
330_p3714,330,255,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,252,255
330_p3722,330,54,False,44,tier1_validado,unanime,desestima,44,tier1_validado,unanime,False,,10,54
330_p3723,330,78,False,33,tier1_validado,segun_su_voto,desestima,33,tier1_validado,segun_su_voto,False,42,23,42
330_p3725,330,1346,False,603,tier1_validado,mixed,hace_lugar,603,tier1_validado,mixed,False,613,439,613
330_p3758,330,62,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,62,62
330_p3764,330,249,False,233,tier1_validado,unanime,hace_lugar,233,tier1_validado,unanime,False,,222,249
330_p3771,330,76,False,56,tier1_validado,unanime,desestima,56,tier1_validado,unanime,False,,20,76
330_p3773,330,143,False,140,tier1_fallback,sin_firma,otro,140,tier1_fallback,sin_firma,False,,123,143
330_p3777,330,266,False,257,tier1_validado,unanime,otro,257,tier1_validado,unanime,False,,104,266
330_p3784,330,78,False,66,tier1_validado,unanime,competencia,66,tier1_validado,unanime,False,,63,78
330_p3787,330,231,False,175,tier1_validado,disidencia,procedente,175,tier1_validado,disidencia,False,191,79,191
330_p3793,330,329,False,316,tier1_validado,unanime,procedente,316,tier1_validado,unanime,False,,171,329
330_p3801,330,1399,True,,,sin_firma,sin_dispositivo,978,tier3,unanime,True,967,382,967
330_p3836,330,268,False,254,tier1_validado,unanime,procedente,254,tier1_validado,unanime,False,,240,268
330_p3843,330,182,False,132,tier1_validado,segun_su_voto,procedente,132,tier1_validado,segun_su_voto,False,145,96,145
330_p3848,330,138,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,125,138
330_p3853,330,1484,False,753,tier1_validado,mixed,revoca,753,tier1_validado,mixed,False,769,520,769
330_p3888,330,208,False,196,tier1_validado,unanime,otro,196,tier1_validado,unanime,False,,186,208
330_p3893,330,233,False,125,tier1_validado,disidencia,otro,125,tier1_validado,disidencia,False,131,38,131
330_p3899,330,199,False,171,tier1_validado,unanime,otro,171,tier1_validado,unanime,False,,145,199
330_p3904,330,47,False,36,tier1_validado,unanime,otro,36,tier1_validado,unanime,False,,29,47
330_p3906,330,87,False,70,tier1_validado,disidencia,competencia,70,tier1_validado,disidencia,False,77,55,77
330_p3908,330,2801,False,1406,tier1_validado,mixed,otro,1406,tier1_validado,mixed,False,1413,909,1413
330_p3977,330,720,False,634,tier1_validado,unanime,otro,634,tier1_validado,unanime,False,,310,720
330_p3994,330,227,False,221,tier1_validado,unanime,confirma,221,tier1_validado,unanime,False,,48,227
330_p4000,330,45,False,41,tier1_validado,unanime,otro,41,tier1_validado,unanime,False,,9,45
330_p4001,330,555,False,340,tier1_validado,mixed,otro,340,tier1_validado,mixed,False,372,143,372
330_p4015,330,325,False,242,tier1_validado,mixed,hace_lugar,242,tier1_validado,mixed,False,257,220,257
330_p4024,330,232,False,216,tier1_validado,unanime,hace_lugar,216,tier1_validado,unanime,False,,206,232
330_p4030,330,96,False,43,tier1_validado,disidencia,abstracto,43,tier1_validado,disidencia,False,51,16,51
330_p4033,330,280,False,247,tier1_validado,disidencia,hace_lugar,247,tier1_validado,disidencia,False,256,237,256
330_p4040,330,11,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,11
330_p4045,330,134,False,75,tier1_validado,segun_su_voto,abstracto,75,tier1_validado,segun_su_voto,False,83,25,83
330_p4049,330,228,False,201,tier1_validado,disidencia,hace_lugar,201,tier1_validado,disidencia,False,211,191,211
330_p4055,330,269,False,258,tier1_validado,unanime,otro,258,tier1_validado,unanime,False,,251,269
330_p4062,330,93,False,83,tier1_validado,unanime,otro,83,tier1_validado,unanime,False,,80,93
330_p4064,330,223,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,113,223
330_p4071,330,22,False,10,tier1_validado,unanime,otro,10,tier1_validado,unanime,False,,0,22
330_p4076,330,182,False,172,tier1_validado,unanime,originaria,172,tier1_validado,unanime,False,,99,182
330_p4081,330,11,False,3,tier1_validado,unanime,originaria,3,tier1_validado,unanime,False,,0,11
330_p4084,330,229,False,202,tier1_validado,disidencia,procedente,202,tier1_validado,disidencia,False,210,161,210
330_p4090,330,153,False,131,tier1_validado,unanime,nulidad,131,tier1_validado,unanime,False,,26,153
330_p4094,330,278,False,240,tier1_validado,disidencia,hace_lugar,240,tier1_validado,disidencia,False,251,174,251
330_p4101,330,64,False,47,tier1_validado,unanime,desestima,47,tier1_validado,unanime,False,,6,64
330_p4103,330,416,False,385,tier1_validado,disidencia,otro,385,tier1_validado,disidencia,False,397,373,397
330_p4113,330,613,False,578,tier1_validado,disidencia,otro,578,tier1_validado,disidencia,False,1,490,613
330_p4129,330,202,False,177,tier1_validado,unanime,hace_lugar,177,tier1_validado,unanime,False,,161,202
330_p4134,330,369,False,313,tier1_validado,disidencia,otro,313,tier1_validado,disidencia,False,350,190,350
330_p4144,330,558,False,410,tier1_validado,mixed,otro,410,tier1_validado,mixed,False,417,278,417
330_p4160,330,378,False,230,tier1_validado,segun_su_voto,procedente,230,tier1_validado,segun_su_voto,False,238,222,238
330_p4170,330,82,False,70,tier1_validado,unanime,otro,70,tier1_validado,unanime,False,,15,82
330_p4172,330,382,False,324,tier1_validado,disidencia,otro,324,tier1_validado,disidencia,False,335,238,335
330_p4182,330,492,False,242,tier1_validado,disidencia,desestima,242,tier1_validado,disidencia,False,247,231,247
330_p4195,330,180,False,162,tier1_validado,unanime,desestima,162,tier1_validado,unanime,False,,60,180
330_p4199,330,286,False,181,tier1_validado,segun_su_voto,procedente,181,tier1_validado,segun_su_voto,False,190,157,190
330_p4207,330,141,False,106,tier1_validado,disidencia,hace_lugar,106,tier1_validado,disidencia,False,119,93,119
330_p4211,330,194,False,110,tier1_validado,segun_su_voto,desestima,110,tier1_validado,segun_su_voto,False,116,43,116
330_p4216,330,370,False,330,tier1_validado,disidencia,hace_lugar,330,tier1_validado,disidencia,False,346,190,346
330_p4226,330,315,False,281,tier1_validado,disidencia,hace_lugar,281,tier1_validado,disidencia,False,294,212,294
330_p4234,330,720,False,704,tier1_validado,unanime,otro,704,tier1_validado,unanime,False,,274,720
330_p4252,330,140,False,83,tier1_validado,disidencia,originaria,83,tier1_validado,disidencia,False,91,32,91
330_p4256,330,163,False,57,tier1_validado,mixed,originaria,57,tier1_validado,mixed,False,70,21,70
330_p4260,330,106,False,98,tier1_validado,unanime,competencia,98,tier1_validado,unanime,False,,95,106
330_p4263,330,9308,False,162,tier1_validado,unanime,procedente,162,tier1_validado,unanime,False,884,152,884
330_p4313,330,325,False,254,tier1_validado,disidencia,procedente,254,tier1_validado,disidencia,False,263,243,263
330_p4322,330,229,False,217,tier2,unanime,desestima,217,tier2,unanime,False,,212,229
330_p4328,330,131,False,79,tier1_validado,disidencia,nulidad,79,tier1_validado,disidencia,False,85,20,85
330_p4331,330,197,False,179,tier1_validado,unanime,hace_lugar,179,tier1_validado,unanime,False,,164,197
330_p4337,330,43,False,39,tier1_validado,unanime,otro,39,tier1_validado,unanime,False,,9,43
330_p4338,330,252,False,182,tier1_validado,segun_su_voto,hace_lugar,182,tier1_validado,segun_su_voto,False,192,129,192
330_p4345,330,253,False,247,tier1_validado,unanime,otro,247,tier1_validado,unanime,False,,239,253
330_p4351,330,94,False,81,tier1_validado,unanime,hace_lugar,81,tier1_validado,unanime,False,,28,94
330_p4354,330,170,False,157,tier1_validado,unanime,procedente,157,tier1_validado,unanime,False,,145,170
330_p4358,330,210,False,134,tier1_validado,disidencia,otro,134,tier1_validado,disidencia,False,145,124,145
330_p4364,330,39,False,26,tier1_validado,unanime,procedente,26,tier1_validado,unanime,False,,9,39
330_p4365,330,105,False,96,tier1_validado,unanime,desestima,96,tier1_validado,unanime,False,,87,105
330_p4368,330,119,False,101,tier1_validado,unanime,otro,101,tier1_validado,unanime,False,,25,119
330_p4372,330,683,False,673,tier1_validado,unanime,otro,673,tier1_validado,unanime,False,,439,683
330_p4389,330,263,False,46,tier1_validado,disidencia,otro,46,tier1_validado,disidencia,False,57,0,57
330_p4396,330,117,False,99,tier1_validado,unanime,otro,99,tier1_validado,unanime,False,,40,117
330_p4399,330,400,False,353,tier1_validado,disidencia,otro,353,tier1_validado,disidencia,False,365,251,365
330_p4409,330,85,False,45,tier1_validado,unanime,otro,45,tier1_validado,unanime,False,,14,85
330_p4411,330,47,False,37,tier1_validado,unanime,otro,37,tier1_validado,unanime,False,,0,47
330_p4413,330,76,False,53,tier1_validado,disidencia,procedente,53,tier1_validado,disidencia,False,60,18,60
330_p4416,330,235,False,75,tier1_validado,mixed,hace_lugar,75,tier1_validado,mixed,False,84,62,84
330_p4422,330,248,False,218,tier1_validado,segun_su_voto,desestima,218,tier1_validado,segun_su_voto,False,225,183,225
330_p4429,330,121,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,121,121
330_p4435,330,312,False,199,tier1_validado,segun_su_voto,hace_lugar,199,tier1_validado,segun_su_voto,False,7,190,312
330_p4443,330,69,False,52,tier1_validado,unanime,otro,52,tier1_validado,unanime,False,,15,69
330_p4445,330,359,False,348,tier1_validado,unanime,abstracto,348,tier1_validado,unanime,False,,313,359
330_p4454,330,174,False,148,tier1_validado,segun_su_voto,desestima,148,tier1_validado,segun_su_voto,False,156,45,156
330_p4459,330,188,False,160,tier1_validado,disidencia,hace_lugar,160,tier1_validado,disidencia,False,169,146,169
330_p4464,330,55,False,47,tier1_validado,unanime,desestima,47,tier1_validado,unanime,False,,10,55
330_p4465,330,115,False,67,tier1_validado,disidencia,hace_lugar,67,tier1_validado,disidencia,False,79,57,79
330_p4469,330,29,False,15,tier1_validado,unanime,desestima,15,tier1_validado,unanime,False,,5,29
330_p4470,330,44,False,40,tier1_validado,unanime,desestima,40,tier1_validado,unanime,False,,14,44
330_p4471,330,159,False,102,tier1_validado,disidencia,hace_lugar,102,tier1_validado,disidencia,False,113,93,113
330_p4476,330,261,False,206,tier1_validado,mixed,hace_lugar,206,tier1_validado,mixed,False,216,196,216
330_p4483,330,161,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,157,161
330_p4489,330,351,False,237,tier1_validado,mixed,otro,237,tier1_validado,mixed,False,244,224,244
330_p4498,330,185,False,168,tier1_validado,unanime,procedente,168,tier1_validado,unanime,False,,157,185
330_p4503,330,33,False,15,tier1_validado,unanime,desestima,15,tier1_validado,unanime,False,,5,33
330_p4504,330,175,False,152,tier1_validado,disidencia,otro,152,tier1_validado,disidencia,False,158,143,158
330_p4509,330,74,False,49,tier1_validado,disidencia,hace_lugar,49,tier1_validado,disidencia,False,61,40,61
330_p4511,330,472,False,190,tier1_validado,disidencia,otro,190,tier1_validado,disidencia,False,197,181,197
330_p4523,330,103,False,89,tier1_validado,unanime,otro,89,tier1_validado,unanime,False,,30,103
330_p4526,330,93,False,80,tier1_validado,unanime,originaria,80,tier1_validado,unanime,False,,21,93
330_p4528,330,35,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,18,35
330_p4530,330,155,False,137,tier1_validado,segun_su_voto,desestima,137,tier1_validado,segun_su_voto,False,142,124,142
330_p4534,330,150,False,123,tier1_validado,disidencia,procedente,123,tier1_validado,disidencia,False,131,112,131
330_p4539,330,175,False,150,tier1_validado,disidencia,procedente,150,tier1_validado,disidencia,False,156,139,156
330_p4544,330,204,False,195,tier1_validado,unanime,hace_lugar,195,tier1_validado,unanime,False,,184,204
330_p4549,330,163,False,119,tier1_validado,mixed,otro,119,tier1_validado,mixed,False,132,110,132
330_p4554,330,390,False,371,tier1_validado,unanime,hace_lugar,371,tier1_validado,unanime,False,,183,390
330_p4564,330,843,False,822,tier1_validado,unanime,otro,822,tier1_validado,unanime,False,,465,843
330_p4585,330,92,False,80,tier1_validado,unanime,otro,80,tier1_validado,unanime,False,,28,92
330_p4587,330,78,False,43,tier1_validado,segun_su_voto,desestima,43,tier1_validado,segun_su_voto,False,48,28,48
330_p4590,330,83,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,11,83
330_p4592,330,587,False,310,tier1_validado,segun_su_voto,otro,310,tier1_validado,segun_su_voto,False,327,86,327
330_p4606,330,333,False,257,tier1_validado,disidencia,otro,257,tier1_validado,disidencia,False,262,245,262
330_p4615,330,673,False,333,tier1_validado,disidencia,otro,333,tier1_validado,disidencia,False,342,325,342
330_p4632,330,50,False,45,tier1_validado,unanime,otro,45,tier1_validado,unanime,False,,16,50
330_p4633,330,568,False,358,tier1_validado,disidencia,hace_lugar,358,tier1_validado,disidencia,False,370,290,370
330_p4647,330,684,False,436,tier1_validado,mixed,otro,436,tier1_validado,mixed,False,447,325,447
330_p4664,330,183,False,154,tier1_validado,disidencia,hace_lugar,154,tier1_validado,disidencia,False,166,145,166
330_p4669,330,160,False,140,tier1_validado,unanime,otro,140,tier1_validado,unanime,False,,99,160
330_p4673,330,175,False,164,tier1_validado,unanime,otro,164,tier1_validado,unanime,False,,129,175
330_p4678,330,147,False,125,tier1_validado,unanime,otro,125,tier1_validado,unanime,False,,82,147
330_p4682,330,98,False,91,tier1_validado,unanime,otro,91,tier1_validado,unanime,False,,78,98
330_p4685,330,50,False,48,tier1_fallback,sin_firma,otro,48,tier1_fallback,sin_firma,False,,12,50
330_p4687,330,93,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,16,93
330_p4690,330,105,False,76,tier1_validado,segun_su_voto,procedente,76,tier1_validado,segun_su_voto,False,84,7,84
330_p4693,330,104,False,84,tier1_validado,unanime,otro,84,tier1_validado,unanime,False,,76,104
330_p4697,330,241,False,232,tier1_validado,unanime,otro,232,tier1_validado,unanime,False,,156,241
330_p4703,330,95,False,52,tier1_validado,unanime,revoca,52,tier1_validado,unanime,False,,28,95
330_p4706,330,270,False,152,tier1_validado,segun_su_voto,procedente,152,tier1_validado,segun_su_voto,False,161,144,161
330_p4713,330,295,False,274,tier1_validado,unanime,procedente,274,tier1_validado,unanime,False,,265,295
330_p4721,330,498,False,476,tier1_validado,unanime,procedente,476,tier1_validado,unanime,False,,468,498
330_p4733,330,87,False,74,tier1_validado,unanime,desestima,74,tier1_validado,unanime,False,,21,87
330_p4735,330,559,False,415,tier1_validado,segun_su_voto,otro,415,tier1_validado,segun_su_voto,False,423,402,423
330_p4749,330,635,False,422,tier1_validado,disidencia,desestima,422,tier1_validado,disidencia,False,431,413,431
330_p4770,330,379,False,250,tier1_validado,disidencia,desestima,250,tier1_validado,disidencia,False,256,236,256
330_p4780,330,76,False,67,tier1_validado,unanime,competencia,67,tier1_validado,unanime,False,,64,76
330_p4782,330,145,False,128,tier1_validado,unanime,otro,128,tier1_validado,unanime,False,,18,145
330_p4786,330,83,False,68,tier1_validado,unanime,otro,68,tier1_validado,unanime,False,,8,83
330_p4788,330,73,False,62,tier1_validado,unanime,desestima,62,tier1_validado,unanime,False,,35,73
330_p4790,330,65,False,54,tier1_validado,unanime,mal_concedido,54,tier1_validado,unanime,False,,18,65
330_p4792,330,75,False,64,tier1_validado,unanime,desestima,64,tier1_validado,unanime,False,,18,75
330_p4794,330,70,False,57,tier1_validado,unanime,desestima,57,tier1_validado,unanime,False,,7,70
330_p4796,330,2,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,2
330_p4797,330,283,False,270,tier1_validado,unanime,desestima,270,tier1_validado,unanime,False,,82,283
330_p4804,330,143,False,108,tier1_validado,unanime,otro,108,tier1_validado,unanime,False,,97,143
330_p4807,330,102,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,75,102
330_p4811,330,368,False,338,tier1_validado,unanime,otro,338,tier1_validado,unanime,False,,57,368
330_p4820,330,134,False,80,tier1_validado,disidencia,procedente,80,tier1_validado,disidencia,False,86,28,86
330_p4824,330,75,False,61,tier1_validado,unanime,hace_lugar,61,tier1_validado,unanime,False,,21,75
330_p4826,330,520,False,515,tier1_validado,segun_su_voto,desestima,515,tier1_validado,segun_su_voto,False,,502,520
330_p4841,330,265,False,234,tier1_validado,disidencia,hace_lugar,234,tier1_validado,disidencia,False,243,220,243
330_p4848,330,135,False,102,tier1_validado,unanime,originaria,102,tier1_validado,unanime,False,,32,135
330_p4851,330,227,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,227,227
330_p4858,330,163,False,146,tier1_validado,unanime,originaria,146,tier1_validado,unanime,False,,48,163
330_p4862,330,121,False,106,tier1_fallback,sin_firma,otro,106,tier1_fallback,sin_firma,False,,33,121
330_p4866,330,360,False,335,tier1_validado,unanime,otro,335,tier1_validado,unanime,False,,63,360
330_p4875,330,198,False,137,tier1_validado,unanime,confirma,137,tier1_validado,unanime,False,,124,198
330_p4879,330,162,False,27,tier1_validado,disidencia,otro,27,tier1_validado,disidencia,False,36,10,36
330_p4885,330,245,False,221,tier1_validado,disidencia,otro,221,tier1_validado,disidencia,False,226,208,226
330_p4891,330,58,False,50,tier1_validado,unanime,otro,50,tier1_validado,unanime,False,,16,58
330_p4893,330,102,False,88,tier1_validado,unanime,otro,88,tier1_validado,unanime,False,,56,102
330_p4896,330,151,False,134,tier1_validado,unanime,competencia,134,tier1_validado,unanime,False,,131,151
330_p4900,330,129,False,118,tier1_validado,unanime,confirma,118,tier1_validado,unanime,False,,25,129
330_p4903,330,166,False,147,tier1_validado,unanime,procedente,147,tier1_validado,unanime,False,,137,166
330_p4909,330,173,False,140,tier1_validado,segun_su_voto,procedente,140,tier1_validado,segun_su_voto,False,148,129,148
330_p4914,330,263,False,246,tier1_validado,unanime,otro,246,tier1_validado,unanime,False,,63,263
330_p4920,330,167,False,136,tier1_validado,disidencia,hace_lugar,136,tier1_validado,disidencia,False,145,127,145
330_p4925,330,103,False,73,tier1_validado,disidencia,nulidad,73,tier1_validado,disidencia,False,82,64,82
330_p4928,330,66,False,50,tier1_validado,unanime,hace_lugar,50,tier1_validado,unanime,False,,15,66
330_p4930,330,250,False,213,tier1_validado,disidencia,hace_lugar,213,tier1_validado,disidencia,False,228,203,228
330_p4936,330,340,False,281,tier1_validado,segun_su_voto,procedente,281,tier1_validado,segun_su_voto,False,292,273,292
330_p4945,330,330,False,152,tier1_validado,disidencia,desestima,152,tier1_validado,disidencia,False,159,142,159
330_p4953,330,179,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,108,179
330_p4960,330,4,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,4
330_p4970,330,348,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,319,348
330_p4983,330,140,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,138,140
330_p4988,330,909,False,894,tier1_validado,unanime,confirma,894,tier1_validado,unanime,False,,263,909
330_p5010,330,398,False,383,tier1_validado,unanime,procedente,383,tier1_validado,unanime,False,,373,398
330_p5020,330,487,False,366,tier1_validado,mixed,hace_lugar,366,tier1_validado,mixed,False,376,356,376
330_p5032,330,812,False,782,tier1_validado,disidencia,procedente,782,tier1_validado,disidencia,False,792,564,792
330_p5052,330,491,False,443,tier1_validado,disidencia,hace_lugar,443,tier1_validado,disidencia,False,1,324,491
330_p5064,330,188,False,156,tier1_validado,disidencia,abstracto,156,tier1_validado,disidencia,False,1,146,188
330_p5070,330,506,False,461,tier1_validado,unanime,otro,461,tier1_validado,unanime,False,,424,506
330_p5082,330,226,False,102,tier1_validado,disidencia,otro,102,tier1_validado,disidencia,False,108,94,108
330_p5088,330,263,False,234,tier1_validado,disidencia,desestima,234,tier1_validado,disidencia,False,243,225,243
330_p5095,330,522,False,496,tier1_validado,unanime,originaria,496,tier1_validado,unanime,False,,35,522
330_p5108,330,105,False,75,tier2,disidencia,hace_lugar,75,tier2,disidencia,False,84,41,84
330_p5111,330,790,False,725,tier1_validado,segun_su_voto,procedente,725,tier1_validado,segun_su_voto,False,735,659,735
330_p5131,330,304,False,108,tier1_validado,disidencia,desestima,108,tier1_validado,disidencia,False,114,95,114
330_p5139,330,195,False,179,tier1_validado,unanime,confirma,179,tier1_validado,unanime,False,,170,195
330_p5144,330,558,False,266,tier1_validado,disidencia,otro,266,tier1_validado,disidencia,False,273,84,273
330_p5158,330,1159,False,659,tier1_validado,disidencia,otro,659,tier1_validado,disidencia,False,671,644,671
330_p5187,330,358,False,313,tier1_validado,segun_su_voto,procedente,313,tier1_validado,segun_su_voto,False,325,224,325
330_p5197,330,97,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,97,97
330_p5201,330,161,False,142,tier1_validado,unanime,procedente,142,tier1_validado,unanime,False,,125,161
330_p5205,330,296,False,211,tier1_validado,disidencia,confirma,211,tier1_validado,disidencia,False,217,126,217
330_p5212,330,455,False,208,tier1_validado,disidencia,otro,208,tier1_validado,disidencia,False,217,194,217
330_p5224,330,80,False,70,tier1_validado,unanime,revoca,70,tier1_validado,unanime,False,,62,80
330_p5226,330,290,False,266,tier1_validado,unanime,originaria,266,tier1_validado,unanime,False,,178,290
330_p5234,330,131,False,109,tier1_validado,segun_su_voto,otro,109,tier1_validado,segun_su_voto,False,121,64,121
330_p5237,330,311,False,301,tier1_validado,unanime,confirma,301,tier1_validado,unanime,False,,288,311
330_p5245,330,228,False,181,tier1_validado,mixed,hace_lugar,181,tier1_validado,mixed,False,194,172,194
330_p5251,330,252,False,167,tier1_validado,segun_su_voto,hace_lugar,167,tier1_validado,segun_su_voto,False,180,158,180
330_p5257,330,281,False,59,tier1_fallback,sin_firma,otro,59,tier1_fallback,sin_firma,False,,0,281
330_p5267,330,200,False,191,tier1_validado,unanime,otro,191,tier1_validado,unanime,False,,121,200
330_p5272,330,284,False,257,tier1_validado,segun_su_voto,hace_lugar,257,tier1_validado,segun_su_voto,False,268,246,268
330_p5279,330,497,False,272,tier1_validado,disidencia,otro,272,tier1_validado,disidencia,False,279,101,279
330_p5292,330,36,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,0,36
330_p5294,330,360,False,311,tier1_validado,mixed,hace_lugar,311,tier1_validado,mixed,False,323,108,323
330_p5303,330,112,False,94,tier1_validado,unanime,otro,94,tier1_validado,unanime,False,,15,112
330_p5306,330,1479,False,812,tier1_validado,disidencia,otro,812,tier1_validado,disidencia,False,832,80,832
330_p5342,330,113,False,101,tier1_validado,unanime,procedente,101,tier1_validado,unanime,False,,29,113
330_p5345,330,2447,False,577,tier1_validado,mixed,revoca,577,tier1_validado,mixed,False,607,109,607
330_p5404,330,857,False,466,tier1_validado,disidencia,otro,466,tier1_validado,disidencia,False,475,67,475
330_p5425,330,382,False,369,tier1_validado,unanime,desestima,369,tier1_validado,unanime,False,,355,382
330_p5435,330,1291,False,233,tier1_validado,segun_su_voto,procedente,233,tier1_validado,segun_su_voto,False,249,174,249
331_p7,331,201,False,169,tier1_validado,disidencia,desestima,169,tier1_validado,disidencia,False,175,158,175
331_p13,331,146,False,133,tier1_validado,unanime,procedente,133,tier1_validado,unanime,False,,51,146
331_p17,331,521,False,224,tier1_validado,disidencia,desestima,224,tier1_validado,disidencia,False,230,210,230
331_p31,331,205,False,144,tier1_validado,disidencia,otro,144,tier1_validado,disidencia,False,155,131,155
331_p36,331,398,False,241,tier1_validado,mixed,desestima,241,tier1_validado,mixed,False,247,227,247
331_p47,331,216,False,189,tier1_validado,disidencia,hace_lugar,189,tier1_validado,disidencia,False,198,175,198
331_p53,331,251,False,149,tier1_validado,disidencia,hace_lugar,149,tier1_validado,disidencia,False,158,135,158
331_p60,331,70,False,56,tier1_validado,unanime,competencia,56,tier1_validado,unanime,False,,53,70
331_p62,331,65,False,51,tier1_validado,unanime,competencia,51,tier1_validado,unanime,False,,48,65
331_p64,331,99,False,89,tier1_validado,unanime,competencia,89,tier1_validado,unanime,False,,86,99
331_p66,331,65,False,55,tier1_validado,unanime,competencia,55,tier1_validado,unanime,False,,52,65
331_p68,331,155,False,11,tier1_validado,unanime,competencia,11,tier1_validado,unanime,False,,8,155
331_p72,331,133,False,74,tier1_validado,disidencia,procedente,74,tier1_validado,disidencia,False,81,27,81
331_p76,331,50,False,36,tier1_validado,unanime,otro,36,tier1_validado,unanime,False,,6,50
331_p77,331,104,False,85,tier1_validado,segun_su_voto,otro,85,tier1_validado,segun_su_voto,False,93,58,93
331_p80,331,267,False,247,tier1_validado,disidencia,procedente,247,tier1_validado,disidencia,False,254,235,254
331_p87,331,46,False,30,tier1_validado,unanime,otro,30,tier1_validado,unanime,False,,13,46
331_p89,331,163,False,141,tier1_validado,unanime,revoca,141,tier1_validado,unanime,False,,103,163
331_p93,331,42,False,35,tier1_fallback,sin_firma,desestima,35,tier1_fallback,sin_firma,False,,13,42
331_p95,331,37,False,20,tier1_validado,unanime,procedente,20,tier1_validado,unanime,False,,9,37
331_p96,331,51,False,,,sin_firma,sin_dispositivo,,,sin_firma,True,,51,51
331_p100,331,158,False,140,tier1_validado,unanime,hace_lugar,140,tier1_validado,unanime,False,,125,158
331_p104,331,147,False,115,tier1_validado,segun_su_voto,desestima,115,tier1_validado,segun_su_voto,False,119,52,119
331_p108,331,295,False,200,tier1_validado,disidencia,originaria,200,tier1_validado,disidencia,False,218,147,218
331_p116,331,203,False,195,tier1_validado,unanime,otro,195,tier1_validado,unanime,False,,192,203
331_p121,331,62,False,49,tier1_validado,unanime,otro,49,tier1_validado,unanime,False,,17,62
331_p123,331,82,False,71,tier1_validado,unanime,hace_lugar,71,tier1_validado,unanime,False,,9,82
331_p125,331,48,False,39,tier1_validado,unanime,otro,39,tier1_validado,unanime,False,,20,48
