caso_id,tomo,span,parser_firma,parser_outcome,parser_dictamen,zonif_clasif,zonif_firma,zonif_disp,zonif_cuerpo,zonif_dictamen,concuerda_firma,concuerda_disp,concuerda_dictamen,n_sumario,n_dictamen,n_cuerpo,n_dispositivo,n_firma,n_voto,n_epilogo,n_header,n_intersticio
329_p5505,329,178,disidencia,competencia,True,fallo_completo,True,True,True,True,True,True,True,36,24,57,17,10,1,16,15,1
329_p5510,329,87,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,17,50,2,6,4,0,0,6,1
329_p5512,329,84,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,11,52,2,6,5,0,0,6,1
329_p5514,329,143,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,17,95,2,11,4,0,0,12,1
329_p5518,329,72,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,7,0,47,4,2,0,3,6,2
329_p5520,329,170,disidencia,otro,False,fallo_completo,True,True,True,False,True,True,True,48,0,66,20,12,1,6,15,1
329_p5525,329,136,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,7,0,105,3,3,0,7,9,1
329_p5528,329,100,unanime,procedente,True,fallo_completo,True,True,True,True,True,True,True,18,43,10,10,2,0,6,9,1
329_p5531,329,131,disidencia,procedente,True,fallo_completo,True,True,True,True,True,True,True,12,53,12,14,7,1,21,10,0
329_p5534,329,246,segun_su_voto,confirma,True,fallo_completo,True,True,True,True,True,True,True,29,66,95,6,8,1,14,24,2
329_p5543,329,287,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,32,62,33,67,12,0,57,21,2
329_p5550,329,95,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,14,53,2,6,2,0,0,7,10
329_p5552,329,89,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,17,50,2,7,2,0,0,9,1
329_p5555,329,52,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,12,0,20,14,2,0,0,3,0
329_p5556,329,439,segun_su_voto,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,60,64,183,30,9,1,49,34,8
329_p5567,329,322,unanime,procedente,True,fallo_completo,True,True,True,True,True,True,True,66,198,9,8,4,0,11,25,0
329_p5575,329,83,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,0,0,54,5,2,0,13,9,0
329_p5578,329,43,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,12,0,21,2,2,0,0,3,2
329_p5579,329,80,unanime,nulidad,False,fallo_completo,True,True,True,False,True,True,True,18,0,43,4,2,0,5,6,1
329_p5581,329,167,segun_su_voto,desestima,True,fallo_completo,True,True,True,True,True,True,True,29,91,10,4,6,1,9,15,1
329_p5586,329,151,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,33,62,10,24,3,0,6,12,0
329_p5590,329,148,segun_su_voto,desestima,True,fallo_completo,True,True,True,True,True,True,True,30,36,13,8,5,1,41,12,1
329_p5594,329,210,disidencia,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,27,97,18,16,10,2,20,19,0
329_p5600,329,208,segun_su_voto,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,28,112,16,20,5,1,9,15,1
329_p5605,329,83,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,6,0,59,7,2,0,0,6,2
329_p5607,329,151,unanime,desestima,True,fallo_completo,True,True,True,True,True,True,True,10,51,20,25,5,0,16,12,11
329_p5611,329,70,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,7,0,44,4,2,0,6,6,0
329_p5613,329,30,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,0,0,8,7,3,0,6,3,3
329_p5614,329,27,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,3,0,14,2,3,0,0,3,1
329_p5615,329,148,disidencia,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,23,65,12,9,8,2,15,12,1
329_p5619,329,51,segun_su_voto,desestima,False,fallo_completo,True,True,True,False,True,True,True,8,0,12,11,6,1,5,6,1
329_p5621,329,253,disidencia,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,31,151,13,10,7,1,15,22,2
329_p5628,329,805,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,47,517,48,18,5,0,108,60,1
329_p5648,329,261,disidencia,desestima,True,fallo_completo,True,True,True,True,True,True,True,38,62,98,12,19,1,7,21,2
329_p5655,329,133,segun_su_voto,desestima,False,fallo_completo,True,True,True,False,True,True,True,31,0,69,11,9,0,2,9,1
329_p5658,329,88,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,17,47,2,8,3,0,0,9,1
329_p5661,329,206,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,34,109,5,37,2,0,2,15,1
329_p5666,329,146,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,25,60,5,37,2,0,2,12,2
329_p5670,329,157,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,25,99,6,3,6,0,0,15,2
329_p5675,329,230,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,51,140,5,9,5,0,0,19,0
329_p5681,329,76,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,10,44,2,8,4,0,0,6,1
329_p5683,329,81,unanime,competencia,False,fallo_completo,True,True,True,False,True,True,True,0,0,2,12,3,0,0,6,57
329_p5686,329,97,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,22,52,2,6,4,0,0,9,1
329_p5689,329,98,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,17,57,2,11,3,0,0,6,1
329_p5691,329,81,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,9,27,2,20,8,0,0,9,5
329_p5694,329,120,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,28,57,2,19,3,0,0,9,1
329_p5697,329,62,unanime,competencia,False,fallo_completo,True,True,True,False,True,True,True,0,0,2,6,3,0,0,6,44
329_p5699,329,112,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,15,40,2,41,3,0,0,9,1
329_p5702,329,97,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,9,58,2,16,2,0,0,9,0
329_p5705,329,84,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,9,38,4,18,6,0,0,7,0
329_p5707,329,69,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,10,22,2,24,3,0,0,6,1
329_p5709,329,59,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,10,29,2,5,5,0,0,6,1
329_p5711,329,65,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,7,22,2,23,3,0,0,6,1
329_p5713,329,96,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,9,38,2,32,4,0,0,9,1
329_p5716,329,67,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,6,41,2,6,4,0,0,6,1
329_p5718,329,72,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,7,45,2,6,4,0,0,6,1
329_p5720,329,75,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,6,42,2,14,3,0,0,6,1
329_p5722,329,68,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,9,40,2,7,2,0,0,6,1
329_p5724,329,73,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,13,29,2,18,3,0,0,6,1
329_p5726,329,77,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,10,15,24,12,2,0,7,6,0
329_p5728,329,86,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,13,50,2,7,3,0,0,9,1
329_p5731,329,122,segun_su_voto,confirma,False,fallo_completo,True,True,True,False,True,True,True,23,0,71,4,5,1,7,9,1
329_p5734,329,92,unanime,procedente,True,fallo_completo,True,True,True,True,True,True,True,15,45,9,6,2,0,5,9,0
329_p5737,329,169,disidencia,procedente,True,fallo_completo,True,True,True,True,True,True,True,24,89,11,8,8,2,10,13,3
329_p5741,329,122,disidencia,otro,False,fallo_completo,True,True,True,False,True,True,True,18,0,66,11,14,0,0,12,1
329_p5745,329,147,disidencia,otro,False,fallo_completo,True,True,True,False,True,True,True,21,0,85,15,12,1,0,12,1
329_p5749,329,259,unanime,confirma,False,fallo_completo,True,True,True,False,True,True,True,19,0,201,3,4,0,11,18,2
329_p5755,329,258,unanime,procedente,True,fallo_completo,True,True,True,True,True,True,True,41,137,31,11,3,0,12,21,1
329_p5762,329,285,mixed,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,42,161,18,17,8,2,11,22,3
329_p5769,329,274,segun_su_voto,otro,True,fallo_completo,True,True,True,True,True,True,True,49,142,22,14,8,2,12,22,2
329_p5776,329,36,unanime,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,0,0,17,5,3,0,4,3,4
329_p5778,329,422,mixed,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,73,69,66,42,26,3,109,33,0
329_p5789,329,66,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,9,0,19,11,3,0,15,6,2
329_p5791,329,84,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,9,0,58,3,5,0,0,6,2
329_p5793,329,210,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,35,0,139,7,10,0,2,16,0
329_p5798,329,417,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,77,100,186,10,2,0,6,33,2
329_p5809,329,200,segun_su_voto,otro,True,fallo_completo,True,True,True,True,True,True,True,24,133,12,8,5,1,0,15,1
329_p5814,329,488,disidencia,otro,True,fallo_completo,True,True,True,True,True,True,True,90,89,207,17,12,2,33,37,0
329_p5826,329,122,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,32,0,70,4,5,0,0,9,1
329_p5829,329,244,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,44,39,118,8,12,0,0,21,1
329_p5836,329,48,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,8,25,2,6,2,0,0,3,1
329_p5837,329,72,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,10,43,2,6,3,0,0,6,1
329_p5839,329,94,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,17,52,2,8,4,0,0,9,1
329_p5842,329,70,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,8,25,2,24,3,0,0,6,1
329_p5844,329,70,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,6,36,2,7,7,0,0,7,4
329_p5846,329,62,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,9,32,2,7,4,0,0,6,1
329_p5848,329,83,unanime,competencia,False,fallo_completo,True,True,True,False,True,True,True,0,0,2,10,4,0,0,9,57
329_p5851,329,87,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,11,31,2,32,3,0,0,6,1
329_p5853,329,78,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,10,49,2,6,3,0,0,6,1
329_p5855,329,71,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,8,15,4,20,7,0,0,7,8
329_p5857,329,146,disidencia,otro,True,fallo_completo,True,True,True,True,True,True,True,37,51,13,16,7,2,6,12,1
329_p5861,329,323,disidencia,revoca,True,fallo_completo,True,True,True,True,True,True,True,52,14,39,31,13,3,142,27,1
329_p5870,329,49,disidencia,desistimiento,False,fallo_completo,True,True,True,False,True,True,True,9,0,9,6,13,1,6,3,1
329_p5871,329,297,segun_su_voto,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,23,70,80,60,23,3,4,25,8
329_p5879,329,408,disidencia,revoca,True,fallo_completo,True,True,True,True,True,True,True,39,97,36,177,17,3,4,33,1
329_p5890,329,72,unanime,mal_concedido,False,fallo_completo,True,True,True,False,True,True,True,18,0,36,4,2,0,4,6,1
329_p5892,329,158,segun_su_voto,confirma,False,fallo_completo,True,True,True,False,True,True,True,108,0,14,5,6,1,9,12,2
329_p5896,329,154,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,37,74,14,6,2,0,7,12,1
329_p5900,329,58,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,20,0,19,2,9,0,0,6,1
329_p5902,329,49,disidencia,otro,False,fallo_completo,True,True,True,False,True,True,True,12,0,20,3,8,2,0,3,0
329_p5903,329,363,disidencia,procedente,True,fallo_completo,True,True,True,True,True,True,True,54,9,88,75,59,1,45,30,1
329_p5913,329,1270,segun_su_voto,procedente,False,fallo_completo,True,True,True,False,True,True,True,128,0,435,44,404,2,162,93,1
329_p5944,329,149,unanime,revoca,True,fallo_completo,True,True,True,True,True,True,True,1,105,7,6,3,0,5,12,9
329_p5949,329,35,unanime,abstracto,False,fallo_completo,True,True,True,False,True,True,True,0,0,20,3,2,0,7,3,0
329_p5950,329,542,disidencia,revoca,True,fallo_completo,True,True,True,True,True,True,True,50,113,152,9,7,1,167,42,0
329_p5964,329,75,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,25,0,32,4,2,0,5,6,0
329_p5966,329,177,disidencia,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,26,50,15,9,9,1,50,15,1
329_p5971,329,68,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,12,14,18,9,2,0,5,6,1
329_p5973,329,92,disidencia,desestima,False,fallo_completo,True,True,True,False,True,True,True,17,0,38,11,6,2,6,9,2
329_p5976,329,341,mixed,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,55,85,72,79,12,3,7,27,0
329_p5985,329,166,disidencia,otro,True,fallo_completo,True,True,True,True,True,True,True,20,27,18,10,10,2,64,13,1
329_p5989,329,205,disidencia,desestima,False,fallo_completo,True,True,True,False,True,True,True,10,0,119,16,8,2,23,16,10
329_p5994,329,306,segun_su_voto,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,41,55,68,71,6,1,38,24,1
329_p6002,329,256,segun_su_voto,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,26,71,62,25,16,1,32,21,1
329_p6009,329,374,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,21,75,110,98,3,0,34,30,2
329_p6019,329,419,disidencia,otro,True,fallo_completo,True,True,True,True,True,True,True,35,4,105,24,7,3,206,33,1
329_p6030,329,89,disidencia,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,21,0,34,8,6,1,10,7,1
329_p6032,329,41,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,4,0,17,8,6,1,0,4,0
329_p6033,329,196,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,49,118,5,3,3,0,0,15,2
329_p6038,329,129,segun_su_voto,originaria,False,fallo_completo,True,True,True,False,True,True,True,15,0,81,10,9,0,0,12,1
329_p6042,329,64,unanime,competencia,False,fallo_completo,True,True,True,False,True,True,True,0,0,2,14,3,0,0,6,38
329_p6044,329,105,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,20,63,2,6,3,0,0,9,1
329_p6047,329,78,unanime,competencia,False,fallo_completo,True,True,True,False,True,True,True,0,0,2,17,2,0,0,6,50
329_p6050,329,85,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,15,47,2,8,2,0,0,9,1
329_p6053,329,94,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,8,16,2,52,5,0,0,9,1
329_p6056,329,67,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,6,40,2,7,4,0,0,6,1
329_p6058,329,92,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,13,38,2,28,3,0,0,6,1
329_p6060,329,145,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,22,47,2,57,3,0,0,12,1
329_p6064,329,144,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,31,0,86,5,3,0,5,12,1
329_p6068,329,106,unanime,procedente,False,fallo_completo,True,True,True,False,True,True,True,21,0,62,3,2,0,7,9,1
329_p6071,329,55,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,7,0,31,2,2,0,8,3,1
329_p6072,329,126,disidencia,mal_concedido,False,fallo_completo,True,True,True,False,True,True,True,19,0,73,5,7,1,7,12,1
329_p6076,329,204,disidencia,otro,True,fallo_completo,True,True,True,True,True,True,True,39,66,31,9,9,2,31,15,1
329_p6081,329,209,disidencia,procedente,True,fallo_completo,True,True,True,True,True,True,True,36,121,13,7,5,2,4,18,2
329_p6087,329,1004,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,83,0,93,158,131,43,427,67,1
330_p5,330,444,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,38,120,18,14,4,0,219,29,1
330_p16,330,236,disidencia,otro,True,fallo_completo,True,True,True,True,True,True,True,44,82,15,10,62,2,0,18,2
330_p22,330,48,unanime,sin_dispositivo,False,fallo_sin_dispositivo,True,False,True,False,True,True,True,10,0,26,0,4,0,0,6,1
330_p24,330,92,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,18,50,2,6,6,0,0,6,3
330_p26,330,97,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,16,39,2,28,2,0,0,9,0
330_p29,330,124,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,25,66,2,18,2,0,0,9,1
330_p32,330,125,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,24,64,2,18,3,0,0,12,1
330_p36,330,85,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,17,49,2,6,3,0,0,6,1
330_p38,330,96,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,16,26,2,38,3,0,0,9,1
330_p41,330,135,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,22,86,2,7,4,0,0,12,1
330_p45,330,76,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,17,0,42,6,3,0,0,6,1
330_p47,330,44,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,7,0,23,7,3,0,0,3,1
330_p48,330,44,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,9,0,16,8,4,0,0,6,1
330_p50,330,60,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,20,0,7,26,2,0,0,3,1
330_p51,330,81,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,12,0,7,2,25,0,4,7,23
330_p53,330,181,disidencia,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,26,97,13,14,10,1,3,15,1
330_p58,330,44,unanime,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,9,0,20,2,2,0,6,3,1
330_p59,330,171,disidencia,otro,True,fallo_completo,True,True,True,True,True,True,True,11,14,10,16,8,2,93,12,4
330_p64,330,194,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,25,120,9,15,2,0,6,15,1
330_p69,330,21,unanime,desestima,False,fallo_completo,True,True,False,False,True,True,True,0,0,0,5,2,0,6,3,5
330_p71,330,200,disidencia,otro,True,fallo_completo,True,True,True,True,True,True,True,20,126,11,12,5,1,8,15,1
330_p76,330,375,disidencia,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,34,50,122,64,11,1,64,28,0
330_p85,330,80,unanime,abstracto,True,fallo_completo,True,True,True,True,True,True,True,10,18,30,3,2,0,6,9,1
330_p88,330,400,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,5,345,6,2,2,0,8,30,1
330_p98,330,189,disidencia,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,17,118,13,10,7,2,4,15,2
330_p103,330,176,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,32,37,7,36,10,0,37,15,1
330_p108,330,119,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,20,57,6,20,2,0,2,9,2
330_p111,330,317,segun_su_voto,otro,False,fallo_completo,True,True,True,False,True,True,True,40,0,193,47,10,1,0,24,1
330_p119,330,58,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,7,0,26,3,12,0,0,4,5
330_p120,330,113,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,10,73,2,5,9,0,0,12,1
330_p124,330,153,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,8,114,2,11,3,0,0,13,1
330_p128,330,85,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,19,41,2,12,3,0,0,6,1
330_p130,330,67,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,9,0,38,3,4,0,5,6,1
330_p132,330,44,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,8,0,24,6,2,0,0,3,1
330_p133,330,190,unanime,mal_concedido,True,fallo_completo,True,True,True,True,True,True,True,23,129,8,6,2,0,6,15,0
330_p138,330,335,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,48,234,8,4,4,0,8,27,1
330_p147,330,190,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,34,111,11,9,3,0,5,15,1
330_p152,330,282,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,52,159,10,30,3,0,5,21,1
330_p159,330,172,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,21,59,60,7,2,0,6,15,1
330_p164,330,179,disidencia,otro,True,fallo_completo,True,True,True,True,True,True,True,38,70,13,27,5,1,8,15,1
330_p169,330,35,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,8,0,17,3,2,0,0,3,1
330_p170,330,106,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,32,23,31,6,2,0,2,9,0
330_p173,330,178,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,21,70,51,14,2,0,3,15,1
330_p178,330,165,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,35,47,62,4,4,0,0,12,0
330_p182,330,96,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,22,0,58,2,3,0,0,9,1
330_p185,330,87,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,23,46,2,6,2,0,0,6,1
330_p187,330,146,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,15,83,2,14,2,0,16,12,1
330_p191,330,90,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,21,37,2,17,3,0,0,9,0
330_p194,330,152,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,22,99,2,10,5,0,0,12,1
330_p198,330,73,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,7,39,4,11,2,0,0,7,2
330_p200,330,61,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,11,26,2,12,2,0,0,6,1
330_p202,330,104,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,18,63,2,6,4,0,0,9,1
330_p205,330,132,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,12,99,2,6,2,0,0,9,1
330_p208,330,90,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,6,47,4,19,5,0,0,7,0
330_p210,330,110,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,18,51,4,20,5,0,0,10,0
330_p213,330,53,unanime,competencia,False,fallo_completo,True,True,True,False,True,True,True,0,0,2,8,3,0,0,6,33
330_p215,330,86,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,9,58,2,7,2,0,0,6,1
330_p217,330,88,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,18,48,2,7,2,0,0,9,1
330_p220,330,84,unanime,procedente,False,fallo_completo,True,True,True,False,True,True,True,10,0,57,2,2,0,5,6,1
330_p224,330,147,unanime,desestima,True,fallo_completo,True,True,True,True,True,True,True,0,33,56,21,10,1,7,12,5
330_p228,330,62,unanime,procedente,True,fallo_completo,True,True,True,True,True,True,True,1,30,7,5,3,0,0,6,9
330_p230,330,208,segun_su_voto,procedente,True,fallo_completo,True,True,True,True,True,True,True,47,73,22,14,5,1,29,15,1
330_p235,330,114,disidencia,otro,False,fallo_completo,True,True,True,False,True,True,True,9,0,69,14,11,1,0,9,1
330_p238,330,77,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,8,0,50,4,2,0,5,6,1
330_p240,330,96,disidencia,abstracto,True,fallo_completo,True,True,True,True,True,True,True,11,19,37,11,4,1,2,9,1
330_p243,330,102,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,21,0,55,4,6,0,0,9,6
330_p246,330,106,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,12,26,44,11,2,0,0,9,1
330_p249,330,85,unanime,competencia,True,fallo_completo,True,True,True,True,True,True,True,10,48,2,15,2,0,0,6,1
330_p251,330,316,segun_su_voto,originaria,False,fallo_completo,True,True,True,False,True,True,True,49,0,145,23,17,6,48,27,1
330_p261,330,902,segun_su_voto,otro,True,fallo_completo,True,True,True,True,True,True,True,56,72,138,260,7,2,296,69,1
330_p284,330,117,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,6,18,70,6,3,0,3,9,1
330_p287,330,54,unanime,mal_concedido,False,fallo_completo,True,True,True,False,True,True,True,6,0,31,2,4,0,2,6,2
330_p289,330,188,segun_su_voto,procedente,True,fallo_completo,True,True,True,True,True,True,True,31,62,36,26,8,1,7,15,1
330_p294,330,164,disidencia,revoca,True,fallo_completo,True,True,True,True,True,True,True,28,85,11,13,5,2,6,12,1
330_p298,330,200,disidencia,procedente,True,fallo_completo,True,True,True,True,True,True,True,17,104,10,11,6,1,31,18,1
330_p304,330,1114,mixed,procedente,True,fallo_completo,True,True,True,True,True,True,True,107,217,654,19,22,2,8,82,2
330_p331,330,167,segun_su_voto,procedente,False,fallo_completo,True,True,True,False,True,True,True,23,0,76,39,6,1,8,12,1
330_p335,330,55,unanime,desestima,False,fallo_completo,True,True,True,False,True,True,True,10,0,23,3,3,0,8,6,1
330_p337,330,196,unanime,revoca,True,fallo_completo,True,True,True,True,True,True,True,18,97,46,9,3,0,7,15,0
330_p342,330,104,segun_su_voto,confirma,True,fallo_completo,True,True,True,True,True,True,True,2,49,14,7,6,1,6,9,9
330_p345,330,535,disidencia,desestima,True,fallo_completo,True,True,True,True,True,True,True,48,168,140,12,16,3,107,40,0
330_p358,330,284,disidencia,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,22,161,45,15,8,1,6,24,1
330_p366,330,245,segun_su_voto,desestima,True,fallo_completo,True,True,True,True,True,True,True,16,145,20,13,8,2,20,18,2
330_p372,330,316,disidencia,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,40,87,11,14,9,2,128,24,0
330_p380,330,500,disidencia,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,53,106,69,21,15,2,193,39,1
330_p393,330,234,disidencia,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,38,133,12,16,8,1,6,18,1
330_p399,330,1886,mixed,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,70,260,208,163,89,4,955,136,0
330_p444,330,261,mixed,otro,True,fallo_completo,True,True,True,True,True,True,True,27,115,48,14,11,3,16,24,2
330_p452,330,825,unanime,desestima,True,fallo_completo,True,True,True,True,True,True,True,83,66,199,12,9,2,391,61,1
330_p472,330,220,unanime,otro,True,fallo_completo,True,True,True,True,True,True,True,30,94,45,20,4,1,6,18,1
330_p478,330,38,unanime,otro,False,fallo_completo,True,True,True,False,True,True,True,8,0,21,2,2,0,0,3,1
330_p479,330,198,disidencia,desestima,True,fallo_completo,True,True,True,True,True,True,True,30,27,10,14,7,2,90,15,2
330_p484,330,106,disidencia,desestima,False,fallo_completo,True,True,True,False,True,True,True,14,0,58,4,6,2,11,9,1
330_p487,330,82,unanime,hace_lugar,True,fallo_completo,True,True,True,True,True,True,True,11,39,5,7,3,0,6,9,1
330_p490,330,183,disidencia,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,0,0,13,18,6,1,7,18,119
330_p496,330,111,segun_su_voto,desestima,False,fallo_completo,True,True,True,False,True,True,True,33,0,52,2,4,1,8,9,1
330_p499,330,250,disidencia,hace_lugar,False,fallo_completo,True,True,True,False,True,True,True,0,0,13,13,14,2,9,21,177
