caso_id_canonico,marco,origen_b,doble_cod,spotcheck_estruct,source_file,linea_inicio,linea_fin_real,parser_outcome,parser_causa_inadmisibilidad,parser_es_queja,parser_queja_resultado,parser_tipo_cuestion_federal
330_p2999,B,outcome=mal_concedido|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol330.3.md,4761,4861,mal_concedido,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,cuestion_federal
330_p3020,B,outcome=caducidad|causa_inadmisibilidad=CADUCIDAD_INSTANCIA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol330.3.md,5573,5734,caducidad,CADUCIDAD_INSTANCIA,0,,cuestion_federal
330_p304,A,,0,0,LibroVol330.1.md,11052,12164,procedente,,0,,cuestion_federal
330_p3098,B,queja_resultado=admisible|tipo_cuestion_federal=VACIO,0,0,LibroVol330.3.md,8558,9008,deja_sin_efecto,,1,admisible,
330_p3458,B,outcome=desierto|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol330.3.md,23203,23285,desierto,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
330_p3483,B,queja_resultado=agreguese|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol330.3.md,24150,24617,deja_sin_efecto,,1,agreguese,arbitrariedad
330_p3509,B,queja_resultado=suspendida|tipo_cuestion_federal=VACIO,0,0,LibroVol330.3.md,25161,25326,otro,,1,suspendida,
330_p3513,B,outcome=inadmisible_280|causa_inadmisibilidad=ART_280|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol330.3.md,25327,25531,inadmisible_280,ART_280,0,,arbitrariedad
330_p3519,A,,0,0,LibroVol330.3.md,25532,25817,desestima,INADMISIBLE_REMITE_DICTAMEN,1,desestima,arbitrariedad
330_p3565,A,,0,0,LibroVol330.3.md,27310,27897,confirma,,0,,cuestion_federal
330_p3593,B,queja_resultado=procedente|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol330.3.md,28383,29007,procedente,,1,procedente,cuestion_federal
330_p3609,A,,0,0,LibroVol330.3.md,29008,29582,hace_lugar,,0,,cuestion_federal
330_p3630,B,queja_resultado=agreguese|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol330.3.md,29830,30003,deja_sin_efecto,,1,agreguese,cuestion_federal
330_p3657,B,queja_resultado=rechaza|tipo_cuestion_federal=VACIO,0,0,LibroVol330.3.md,30832,30901,rechaza,,1,rechaza,
330_p3764,A,,0,0,LibroVol330.3.md,35061,35309,hace_lugar,,1,hace_lugar,cuestion_federal
330_p3777,A,,0,0,LibroVol330.3.md,35547,35816,otro,,0,,
330_p3801,B,outcome=rechaza|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol330.3.md,36455,37847,rechaza,,0,,cuestion_federal
330_p3836,B,queja_resultado=procedente|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol330.3.md,37848,38121,procedente,,1,procedente,cuestion_federal
330_p4040,B,queja_resultado=suspendida|tipo_cuestion_federal=VACIO,0,0,LibroVol330.3.md,45913,46096,otro,,1,suspendida,
330_p4090,B,outcome=nulidad|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=mixto,0,0,LibroVol330.3.md,47790,47942,nulidad,,0,,mixto
330_p4211,A,,0,0,LibroVol330.3.md,52427,52620,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1,desestima,arbitrariedad
330_p4252,A,,0,0,LibroVol330.3.md,54026,54165,originaria,,0,,
330_p4549,B,queja_resultado=rechaza|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol330.4.md,8811,8973,rechaza,,1,rechaza,arbitrariedad
330_p4592,A,,0,0,LibroVol330.4.md,10460,11046,rechaza,,0,,
330_p4606,B,outcome=inadmisible|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=arbitrariedad,1,0,LibroVol330.4.md,11047,11379,inadmisible,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,arbitrariedad
330_p4632,A,,0,1,LibroVol330.4.md,12053,12101,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
330_p4647,B,queja_resultado=procedente|tipo_cuestion_federal=arbitrariedad,1,0,LibroVol330.4.md,12655,13338,procedente,,1,procedente,arbitrariedad
330_p4690,A,,0,0,LibroVol330.4.md,14294,14398,procedente,,0,,
330_p4786,B,queja_resultado=admisible|tipo_cuestion_federal=VACIO,0,0,LibroVol330.4.md,17963,18045,procedente,,1,admisible,
330_p4796,B,causa_inadmisibilidad=FALTA_SENTENCIA_DEFINITIVA|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol330.4.md,18329,18372,desestima,FALTA_SENTENCIA_DEFINITIVA,1,desestima,cuestion_federal
330_p4797,A,,0,0,LibroVol330.4.md,18373,18629,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1,desestima,arbitrariedad
330_p50,A,,1,0,LibroVol330.1.md,1686,1745,procedente,,0,,
330_p5010,A,,0,1,LibroVol330.4.md,26495,26867,procedente,,0,,mixto
330_p506,B,outcome=deja_sin_efecto|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol330.1.md,18989,19371,deja_sin_efecto,,0,,arbitrariedad
330_p5064,A,,0,0,LibroVol330.4.md,28636,28832,abstracto,CUESTION_ABSTRACTA,0,,
330_p5082,B,outcome=improcedente|causa_inadmisibilidad=INADMISIBLE_REMITE_DICTAMEN|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol330.4.md,29339,29564,improcedente,INADMISIBLE_REMITE_DICTAMEN,0,,cuestion_federal
330_p5131,A,,0,1,LibroVol330.4.md,31244,31547,inadmisible_280,ART_280,1,desestima,
330_p5197,A,,0,0,LibroVol330.4.md,33818,33966,procedente,,0,,
330_p5435,A,,0,0,LibroVol330.4.md,43281,44347,procedente,,1,procedente,mixto
330_p610,A,,0,1,LibroVol330.1.md,23019,23314,otro,,0,,cuestion_federal
330_p619,A,,0,0,LibroVol330.1.md,23362,23486,otro,,0,,
330_p685,B,outcome=inadmisible|causa_inadmisibilidad=FALTA_SENTENCIA_DEFINITIVA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=mixto,0,0,LibroVol330.1.md,25955,26199,inadmisible,FALTA_SENTENCIA_DEFINITIVA,0,,mixto
330_p692,B,outcome=improcedente|causa_inadmisibilidad=INADMISIBLE_REMITE_DICTAMEN|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol330.1.md,26200,26277,improcedente,INADMISIBLE_REMITE_DICTAMEN,0,,
330_p789,B,queja_resultado=agreguese|tipo_cuestion_federal=VACIO,0,0,LibroVol330.1.md,29976,30319,competencia,,1,agreguese,
330_p826,B,queja_resultado=rechaza|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol330.1.md,31314,31435,rechaza,,1,rechaza,cuestion_federal
330_p960,B,outcome=deja_sin_efecto|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol330.1.md,36683,36807,deja_sin_efecto,,0,,arbitrariedad
331_p116,A,,0,0,LibroVol331.1.md,4011,4212,competencia,,0,,
331_p123,A,,0,0,LibroVol331.1.md,4275,4356,hace_lugar,,0,,
331_p1255,B,queja_resultado=agreguese|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol331.2.md,9562,9839,procedente,,1,agreguese,arbitrariedad
331_p1530,B,queja_resultado=rechaza|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol331.2.md,20085,22134,revoca,,1,rechaza,cuestion_federal
331_p1592,B,outcome=improcedente|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol331.2.md,22530,22642,improcedente,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
331_p1651,A,,0,1,LibroVol331.2.md,24779,24880,revoca,,0,,
331_p1672,B,queja_resultado=agreguese|tipo_cuestion_federal=VACIO,0,0,LibroVol331.2.md,25545,25588,otro,,1,agreguese,
331_p194,A,,0,0,LibroVol331.1.md,7024,7353,otro,,0,,
331_p2149,B,causa_inadmisibilidad=FALTA_FUNDAMENTACION_AUTONOMA|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol331.3.md,6481,6755,desestima,FALTA_FUNDAMENTACION_AUTONOMA,1,desestima,
331_p2166,A,,0,0,LibroVol331.3.md,7149,7252,revoca,,0,,
331_p2174,B,queja_resultado=procedente|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol331.3.md,7413,7579,procedente,,1,procedente,arbitrariedad
331_p2202,B,outcome=improcedente|causa_inadmisibilidad=INADMISIBLE_REMITE_DICTAMEN|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol331.3.md,8498,9079,improcedente,INADMISIBLE_REMITE_DICTAMEN,0,,arbitrariedad
331_p2257,A,,0,0,LibroVol331.3.md,10605,10974,procedente,,0,,cuestion_federal
331_p2266,A,,0,0,LibroVol331.3.md,10973,11165,procedente,,0,,
331_p2280,B,outcome=nulidad|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol331.3.md,11531,11618,nulidad,,0,,cuestion_federal
331_p2283,A,,0,0,LibroVol331.3.md,11619,11708,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
331_p2376,B,outcome=inadmisible_280|causa_inadmisibilidad=ART_280|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol331.3.md,15065,15275,inadmisible_280,ART_280,0,,
331_p2603,B,queja_resultado=procedente|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol331.3.md,23858,24070,procedente,,1,procedente,cuestion_federal
331_p2608,A,,0,0,LibroVol331.3.md,24045,24299,procedente,,0,,mixto
331_p2621,A,,0,0,LibroVol331.3.md,24540,24804,rechaza,,0,,arbitrariedad
331_p2656,B,outcome=improcedente|causa_inadmisibilidad=INADMISIBLE_REMITE_DICTAMEN|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=mixto,0,0,LibroVol331.3.md,25797,26052,improcedente,INADMISIBLE_REMITE_DICTAMEN,0,,mixto
331_p2839,A,,0,0,LibroVol331.3.md,32911,33092,hace_lugar,,1,hace_lugar,arbitrariedad
331_p2844,B,queja_resultado=procedente|tipo_cuestion_federal=VACIO,1,0,LibroVol331.3.md,33093,33272,procedente,,1,procedente,
331_p2858,B,causa_inadmisibilidad=FALTA_SENTENCIA_DEFINITIVA|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=mixto,1,0,LibroVol331.3.md,33650,33789,desestima,FALTA_SENTENCIA_DEFINITIVA,1,desestima,mixto
331_p2898,B,queja_resultado=procedente|tipo_cuestion_federal=VACIO,0,0,LibroVol331.3.md,35182,35325,procedente,,1,procedente,
331_p2902,B,queja_resultado=agreguese|tipo_cuestion_federal=VACIO,0,0,LibroVol331.3.md,35326,35512,deja_sin_efecto,,1,agreguese,
331_p2910,A,,0,0,LibroVol331.3.md,35642,35769,originaria,,0,,cuestion_federal
331_p2913,A,,0,0,LibroVol331.3.md,35770,35994,originaria,,0,,
331_p355,A,,0,0,LibroVol331.1.md,13305,13358,rechaza,,0,,
331_p499,A,,0,1,LibroVol331.1.md,18571,18808,procedente,,1,admisible,mixto
331_p536,A,,0,0,LibroVol331.1.md,19959,20472,confirma,,1,,cuestion_federal
331_p68,A,,1,0,LibroVol331.1.md,2308,2442,competencia,,0,,
331_p809,B,outcome=inadmisible|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol331.1.md,30500,30545,inadmisible,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
331_p846,A,,0,0,LibroVol331.1.md,31931,32113,rechaza,,0,,
331_p989,A,,0,0,LibroVol331.1.md,37418,37608,hace_lugar,,1,hace_lugar,cuestion_federal
332_p1029,A,,0,1,LibroVol332.2.md,4220,4451,otro,,0,,
332_p1035,A,,1,0,LibroVol332.2.md,4451,4586,confirma,,0,,
332_p105,A,,0,0,LibroVol332.1.md,3951,4173,revoca,,1,admisible,mixto
332_p1074,B,outcome=caducidad|causa_inadmisibilidad=CADUCIDAD_INSTANCIA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol332.2.md,5978,6124,caducidad,CADUCIDAD_INSTANCIA,0,,cuestion_federal
332_p1115,B,outcome=deja_sin_efecto|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol332.2.md,7539,7663,deja_sin_efecto,,0,,
332_p1280,A,,0,0,LibroVol332.2.md,14002,14284,originaria,,0,,
332_p1338,A,,0,0,LibroVol332.2.md,16108,16426,hace_lugar,,1,hace_lugar,cuestion_federal
332_p1382,A,,0,1,LibroVol332.2.md,17810,18028,procedente,,0,,
332_p1406,B,queja_resultado=rechaza|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol332.2.md,18706,18955,rechaza,,1,rechaza,arbitrariedad
332_p1430,B,outcome=originaria|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol332.2.md,19630,19739,originaria,,0,,
332_p1528,B,outcome=rechaza|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,1,0,LibroVol332.2.md,23411,23518,rechaza,,0,,cuestion_federal
332_p1564,B,queja_resultado=agreguese|tipo_cuestion_federal=VACIO,0,0,LibroVol332.2.md,24819,25023,deja_sin_efecto,,1,agreguese,
332_p1629,A,,0,1,LibroVol332.2.md,27278,27458,confirma,,0,,
332_p1704,A,,0,0,LibroVol332.2.md,30262,31509,hace_lugar,,0,,
332_p1741,A,,0,0,LibroVol332.2.md,31689,31768,competencia,,0,,
332_p2043,A,,0,0,LibroVol332.3.md,466,1478,hace_lugar,,1,hace_lugar,cuestion_federal
332_p2099,B,outcome=improcedente|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol332.3.md,2714,3044,improcedente,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
332_p2159,B,outcome=desierto|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol332.3.md,6514,6736,desierto,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
332_p2397,B,causa_inadmisibilidad=FALTA_FUNDAMENTACION_AUTONOMA|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol332.3.md,14468,15127,desestima,FALTA_FUNDAMENTACION_AUTONOMA,1,desestima,cuestion_federal
332_p2454,B,queja_resultado=agreguese|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol332.3.md,16670,17002,revoca,,1,agreguese,arbitrariedad
332_p2481,B,outcome=inadmisible|causa_inadmisibilidad=INADMISIBLE_REMITE_DICTAMEN|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol332.3.md,17698,17916,inadmisible,INADMISIBLE_REMITE_DICTAMEN,0,,cuestion_federal
332_p2502,A,,0,0,LibroVol332.3.md,18505,18558,rechaza,,0,,
332_p2604,A,,0,0,LibroVol332.3.md,22517,22873,hace_lugar,,1,hace_lugar,cuestion_federal
332_p2625,A,,0,0,LibroVol332.3.md,23353,23519,inadmisible_280,ART_280,0,,
332_p2797,A,,1,0,LibroVol332.3.md,29994,30118,revoca,,1,hace_lugar,cuestion_federal
332_p324,A,,0,0,LibroVol332.1.md,12589,12885,procedente,,1,procedente,cuestion_federal
332_p5,B,outcome=improcedente|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol332.1.md,128,323,improcedente,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,cuestion_federal
332_p507,B,causa_inadmisibilidad=FALTA_FUNDAMENTACION_AUTONOMA|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol332.1.md,19678,19866,desestima,FALTA_FUNDAMENTACION_AUTONOMA,1,desestima,cuestion_federal
332_p548,A,,0,0,LibroVol332.1.md,21262,21376,otro,,0,,cuestion_federal
332_p582,A,,0,0,LibroVol332.1.md,22619,22739,desestima,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
332_p595,A,,0,1,LibroVol332.1.md,23113,23413,procedente,,0,,
332_p700,B,queja_resultado=suspendida|tipo_cuestion_federal=VACIO,0,0,LibroVol332.1.md,27232,27567,otro,,1,suspendida,
332_p761,B,outcome=nulidad|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol332.1.md,29665,29777,nulidad,,0,,cuestion_federal
332_p810,A,,0,0,LibroVol332.1.md,31593,31695,competencia,,0,,
332_p850,A,,0,1,LibroVol332.1.md,33112,33197,revoca,,0,,
332_p930,B,outcome=improcedente|causa_inadmisibilidad=INADMISIBLE_REMITE_DICTAMEN|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol332.2.md,407,649,improcedente,INADMISIBLE_REMITE_DICTAMEN,0,,
332_p962,A,,0,0,LibroVol332.2.md,1638,1839,procedente,,1,procedente,cuestion_federal
332_p979,A,,0,1,LibroVol332.2.md,2303,2503,hace_lugar,,1,hace_lugar,
333_p1140,B,outcome=sin_dispositivo|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol333.2.md,14463,14555,sin_dispositivo,,0,,
333_p1152,B,outcome=nulidad|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol333.2.md,14870,15017,nulidad,,0,,
333_p123,B,queja_resultado=agreguese|tipo_cuestion_federal=VACIO,1,0,LibroVol333.1.md,4625,4973,confirma,,1,agreguese,
333_p1235,A,,0,0,LibroVol333.2.md,18003,18332,inadmisible_acordada_4,ACORDADA_4_2007,1,desestima,cuestion_federal
333_p1446,B,outcome=originaria|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol333.2.md,26297,26853,originaria,,0,,cuestion_federal
333_p1464,B,outcome=inadmisible_acordada_4|causa_inadmisibilidad=ACORDADA_4_2007|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol333.2.md,27006,27109,inadmisible_acordada_4,ACORDADA_4_2007,1,desestima,
333_p1474,B,outcome=abstracto|causa_inadmisibilidad=CUESTION_ABSTRACTA|es_queja=1|queja_resultado=abstracta|tipo_cuestion_federal=mixto,0,0,LibroVol333.2.md,27358,33151,abstracto,CUESTION_ABSTRACTA,1,abstracta,mixto
333_p1639,A,,0,0,LibroVol333.2.md,34160,34299,procedente,,0,,
333_p1759,B,queja_resultado=agreguese|tipo_cuestion_federal=mixto,0,0,LibroVol333.2.md,38772,39001,revoca,,1,agreguese,mixto
333_p1849,B,causa_inadmisibilidad=FALTA_SENTENCIA_DEFINITIVA|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol333.2.md,42247,42562,desestima,FALTA_SENTENCIA_DEFINITIVA,1,desestima,cuestion_federal
333_p2010,A,,0,1,LibroVol333.3.md,4875,5012,hace_lugar,,1,hace_lugar,
333_p215,A,,0,0,LibroVol333.1.md,8201,8587,hace_lugar,,0,,
333_p241,A,,0,0,LibroVol333.1.md,9241,9339,desestima,FALTA_SENTENCIA_DEFINITIVA,1,desestima,cuestion_federal
333_p290,A,,0,0,LibroVol333.1.md,11089,11238,competencia,,0,,
333_p300,A,,0,0,LibroVol333.1.md,11459,11842,revoca,,0,,cuestion_federal
333_p447,A,,0,0,LibroVol333.1.md,17186,17760,procedente,,1,procedente,cuestion_federal
333_p508,A,,0,0,LibroVol333.1.md,19593,20012,abstracto,CUESTION_ABSTRACTA,0,,
333_p60,A,,0,0,LibroVol333.1.md,2186,2407,originaria,,0,,cuestion_federal
333_p748,B,causa_inadmisibilidad=FALTA_SENTENCIA_DEFINITIVA|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol333.1.md,28887,29430,desestima,FALTA_SENTENCIA_DEFINITIVA,1,desestima,cuestion_federal
333_p82,B,outcome=desierto|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol333.1.md,3013,3162,desierto,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
333_p828,B,outcome=desierto|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol333.2.md,2023,2151,desierto,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
333_p9,A,,0,0,LibroVol333.1.md,192,487,rechaza,,0,,
333_p93,B,outcome=inadmisible_acordada_4|causa_inadmisibilidad=ACORDADA_4_2007|es_queja=1|queja_resultado=desestima|tipo_cuestion_federal=VACIO,0,0,LibroVol333.1.md,3451,3506,inadmisible_acordada_4,ACORDADA_4_2007,1,desestima,
334_p1033,B,outcome=mal_concedido|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol334.2.md,12294,12389,mal_concedido,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
334_p1043,B,outcome=mal_concedido|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol334.2.md,12665,12799,mal_concedido,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,cuestion_federal
334_p1070,A,,0,0,LibroVol334.3.md,313,456,competencia,,0,,
334_p1074,A,,0,0,LibroVol334.3.md,457,765,confirma,,0,,
334_p1081,A,,0,0,LibroVol334.3.md,766,1181,otro,,0,,
334_p1092,B,outcome=mal_concedido|causa_inadmisibilidad=INADMISIBLE_REMITE_DICTAMEN|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=mixto,0,0,LibroVol334.3.md,1182,1471,mal_concedido,INADMISIBLE_REMITE_DICTAMEN,0,,mixto
334_p1139,B,outcome=nulidad|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=arbitrariedad,0,0,LibroVol334.3.md,3027,3164,nulidad,,0,,arbitrariedad
334_p1204,A,,1,0,LibroVol334.3.md,5534,6016,procedente,,0,,
334_p1239,B,outcome=mal_concedido|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol334.3.md,6956,7031,mal_concedido,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
334_p1272,B,outcome=abstracto|causa_inadmisibilidad=CUESTION_ABSTRACTA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=mixto,0,0,LibroVol334.3.md,8268,8441,abstracto,CUESTION_ABSTRACTA,0,,mixto
334_p1276,A,,1,0,LibroVol334.3.md,8442,8885,revoca,,0,,cuestion_federal
334_p144,B,outcome=abstracto|causa_inadmisibilidad=CUESTION_ABSTRACTA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol334.1.md,5600,6088,abstracto,CUESTION_ABSTRACTA,0,,cuestion_federal
334_p1876,B,outcome=mal_concedido|causa_inadmisibilidad=FALTA_SENTENCIA_DEFINITIVA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=cuestion_federal,0,0,LibroVol334.3.md,32287,32500,mal_concedido,FALTA_SENTENCIA_DEFINITIVA,0,,cuestion_federal
334_p376,A,,0,0,LibroVol334.1.md,14652,15450,rechaza,,0,,
334_p44,A,,0,1,LibroVol334.1.md,1593,1894,hace_lugar,,1,hace_lugar,
334_p490,A,,0,1,LibroVol334.1.md,19088,19558,deja_sin_efecto,,0,,cuestion_federal
334_p541,B,outcome=inadmisible|causa_inadmisibilidad=INADMISIBLE_REMITE_DICTAMEN|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=mixto,0,0,LibroVol334.1.md,21080,21497,inadmisible,INADMISIBLE_REMITE_DICTAMEN,0,,mixto
334_p552,B,queja_resultado=agreguese|tipo_cuestion_federal=mixto,0,0,LibroVol334.1.md,21498,21784,hace_lugar,,1,agreguese,mixto
334_p754,B,outcome=rechaza|causa_inadmisibilidad=VACIO|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol334.2.md,1568,1656,rechaza,,0,,
334_p842,B,outcome=desierto|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,0,0,LibroVol334.2.md,4993,5209,desierto,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
334_p941,A,,0,0,LibroVol334.2.md,8781,9131,otro,,0,,
337_p1037,B,queja_resultado=admisible|tipo_cuestion_federal=VACIO,0,0,LibroVol337.2.md,5585,5767,revoca,,1,admisible,
337_p1095,A,,0,1,LibroVol337.2.md,7896,8188,revoca,,0,,
337_p1142,A,,0,1,LibroVol337.2.md,9783,10169,confirma,,0,,
337_p1152,B,queja_resultado=abstracta|tipo_cuestion_federal=VACIO,0,0,LibroVol337.2.md,10154,11090,competencia,,1,abstracta,
337_p1234,A,,0,1,LibroVol337.2.md,13524,13893,procedente,,0,,cuestion_federal
337_p1581,A,,0,0,LibroVol337.2.md,27192,27452,revoca,,1,admisible,cuestion_federal
337_p166,B,outcome=improcedente|causa_inadmisibilidad=INADMISIBLE_SIN_CAUSAL_EXPLICITA|es_queja=0|queja_resultado=VACIO|tipo_cuestion_federal=VACIO,1,0,LibroVol337.1.md,6390,6923,improcedente,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0,,
337_p329,A,,0,0,LibroVol337.1.md,12840,13224,deja_sin_efecto,,0,,cuestion_federal
337_p373,A,,1,0,LibroVol337.1.md,14559,15210,confirma,,0,,
337_p481,A,,0,0,LibroVol337.1.md,18907,19084,revoca,,0,,
337_p505,A,,0,0,LibroVol337.1.md,19911,20438,hace_lugar,,1,hace_lugar,mixto
